Sno,Profile_of_buyer,Education_of_buyer,Occupation_of_buyer ,Is_Current_Property_Rented ,Current_Locality,Area_of_Current_Property,Deed_Type ,Value_of_New_Property_per_sqft ,Locality_of_New_Property ,Area_of_New_Property  ,Mode_of_Payment ,Number_of_installations ,New_Property_Value ,Is_there_Pan_card ,Gross_Income_for_last_1_year ,Gross_Income_for_last_2_year ,Gross_Income_for_last_3_year ,Gross_Income_for_last_4_year ,Gross_Income_for_last_5_year ,Source_of_income_1 ,Source_of_income_2 ,Source_of_income_3 ,Number_of_properties_owned ,Is_Rental_Income ,Since_when_rental_income_declared ,Ratio_rental_income_to_property_value ,Property_value_calc_on_rental_income ,Is_property_Inherited ,Inherited_Property_Cost ,Is_property_sold ,How_much_value_property_sold ,Total_value_of_all_properties_owned ,Total_income_of_last_year ,Is_Loan_Taken ,Ratio_Loan_to_own ,Who_Lender ,Rate_of_interest_charged_on_load ,Number_of_bank_accounts ,Transaction_X1 ,Transaction_X2 ,Transaction_X5 ,Transaction_X10 ,Transaction_X20,Suspicion
1058,1,3,8,0,2,1301,0,69500,1,2780,1,10,69688690,0,2047013,1566328,2669583,2373625,3463007,0,0,3,2,1,0,0,0,0,30128797,1,0,110095822,1465098,0,91,0,8,1,5,2,2,0,0,0
1059,0,4,5,0,4,627,0,62231,1,2033,1,9,74103752,0,2138935,2744241,2961974,2501382,3477253,0,0,3,1,1,0,0,0,0,50714570,1,0,105805804,2106051,0,80,1,9,1,2,4,2,0,0,0
1060,0,3,8,0,3,1314,0,55735,0,2916,1,8,82563270,0,1852953,2205764,2535812,2892277,2857725,0,0,3,1,1,0,0,0,0,51509017,1,0,133525648,2196645,0,96,1,9,0,4,4,2,0,0,0
1061,0,3,4,0,4,689,0,58680,1,2212,1,8,28507936,0,1583389,1326248,2980021,2558344,2593614,0,0,3,2,1,0,0,0,0,40793767,1,0,198015759,1267345,0,93,0,8,0,3,1,1,0,0,0
1062,0,4,8,0,3,855,0,69552,0,2376,1,6,26055469,0,2088808,1758088,2154106,2720263,3315092,0,0,3,1,1,0,0,0,0,50703387,1,0,72055110,1561774,0,92,0,8,1,2,3,1,0,0,0
1063,1,4,4,0,3,658,0,65620,1,2624,1,8,33242207,0,2319333,2142319,2885201,2230562,3138447,0,0,3,1,1,0,0,0,0,59533437,1,0,121471425,1267836,0,94,1,9,0,3,0,1,0,0,0
1064,1,4,9,0,4,1148,0,45962,0,2661,1,5,83738053,0,2052214,1322346,2165665,2351126,3081311,0,0,3,1,1,0,0,0,0,53130178,1,0,193671451,1242576,0,100,1,9,1,2,3,0,0,0,0
1065,0,3,7,0,4,613,0,59586,1,2443,1,7,84712265,0,1332787,2468893,2683688,2598460,2833791,0,0,3,1,1,0,0,0,0,58228273,1,0,86207107,2318145,0,93,1,8,0,3,0,2,0,0,0
1066,0,5,5,0,3,1028,0,52633,1,2955,1,6,99309201,0,2390257,1319266,2981887,2669427,3043714,0,0,3,1,1,0,0,0,0,25089901,1,0,165551919,1709434,0,96,1,9,1,3,1,2,0,0,0
1067,0,5,7,0,3,1307,0,46181,1,2683,1,9,93723337,0,1750000,1527554,2644362,2834036,3488120,0,0,3,1,1,0,0,0,0,59937289,1,0,163867479,1686784,0,95,0,8,0,2,0,0,0,0,0
1068,1,5,6,0,3,1047,0,52477,1,2363,1,10,43832032,0,1997788,2640413,2246361,2965968,3314992,0,0,3,1,1,0,0,0,0,45227831,1,0,94227319,2272635,0,88,1,8,1,1,2,2,0,0,0
1069,1,4,7,0,3,1352,0,51350,1,2108,1,7,48589497,0,1499712,1649307,2114866,2495774,3170055,0,0,3,2,1,0,0,0,0,48124208,1,0,182109870,1907732,0,98,1,8,0,5,2,1,0,0,0
1070,1,5,6,0,4,1434,0,63710,1,2097,1,10,66630538,0,1677510,2648675,2035947,2271287,2680362,0,0,3,2,1,0,0,0,0,42677531,1,0,134259077,1733557,0,86,1,9,0,2,0,2,0,0,0
1071,0,3,5,0,4,1175,0,62001,0,2907,1,8,25533732,0,1072168,1583798,2906343,2740171,3453281,0,0,3,2,1,0,0,0,0,55552903,1,0,91160319,1094196,0,96,0,8,0,4,2,0,0,0,0
1072,1,3,6,0,3,973,0,45059,0,2106,1,10,78642707,0,1923661,2103843,2465848,2756160,3207215,0,0,3,1,1,0,0,0,0,32195390,1,0,106746754,1096350,0,83,1,8,1,2,1,0,0,0,0
1073,0,5,4,0,3,1440,0,60702,1,2911,1,10,40713970,0,1587449,1489461,2693148,2674463,3384734,0,0,3,1,1,0,0,0,0,37982570,1,0,86247310,1560409,0,92,0,9,0,2,0,2,0,0,0
1074,1,5,6,0,4,658,0,69444,0,2431,1,8,83014150,0,2011368,2920790,2855854,2084548,2595088,0,0,3,2,1,0,0,0,0,56633266,1,0,168110482,2042958,0,95,1,8,0,5,3,1,0,0,0
1075,1,5,7,0,3,915,0,45526,1,2666,1,10,85550968,0,1029805,1803016,2540501,2084477,3227233,0,0,3,2,1,0,0,0,0,48189560,1,0,198466607,1435544,0,81,1,8,0,4,0,2,0,0,0
1076,0,4,4,0,3,719,0,60527,1,2810,1,8,82467724,0,1836531,1504509,2496863,2409908,2558011,0,0,3,2,1,0,0,0,0,41117985,1,0,114636195,1683463,0,95,1,8,1,2,2,0,0,0,0
1077,0,5,7,0,2,814,0,63698,0,2390,1,6,50262338,0,2068836,2150376,2742021,2488842,2552008,0,0,3,2,1,0,0,0,0,32125822,1,0,194739428,1640558,0,82,0,9,0,2,1,2,0,0,0
1078,1,3,9,0,2,981,0,62989,0,2180,1,9,90025546,0,2383506,2477998,2134774,2788103,2570012,0,0,3,2,1,0,0,0,0,42799938,1,0,67855094,1055334,0,100,1,8,0,3,1,0,0,0,0
1079,0,5,4,0,2,1398,0,67755,1,2949,1,5,40378420,0,2045544,1687996,2554608,2375775,2822547,0,0,3,1,1,0,0,0,0,25707348,1,0,106399276,1895821,0,90,0,8,1,1,4,1,0,0,0
1080,1,4,6,0,2,1461,0,54703,0,2915,1,10,37235000,0,1796178,1472570,2710271,2408458,3171155,0,0,3,2,1,0,0,0,0,35975418,1,0,133859827,1994793,0,95,0,8,1,3,4,0,0,0,0
1081,0,4,9,0,3,959,0,55292,0,2269,1,10,23175344,0,2481694,2079770,2214900,2694340,2588839,0,0,3,1,1,0,0,0,0,44465392,1,0,154549977,1114678,0,96,0,8,1,0,4,2,0,0,0
1082,0,3,6,0,4,555,0,55935,0,2983,1,6,52372358,0,2487540,2195458,2986712,2105618,2967412,0,0,3,2,1,0,0,0,0,38079048,1,0,171709126,1580642,0,86,1,8,0,3,1,0,0,0,0
1083,1,3,4,0,2,563,0,49660,1,2360,1,7,23613604,0,1608954,2638423,2768428,2140835,3296231,0,0,3,1,1,0,0,0,0,39146507,1,0,169208936,2195471,0,85,1,8,1,2,3,2,0,0,0
1084,0,4,4,0,4,1496,0,60909,1,2735,1,5,72238037,0,1732969,2568410,2961469,2003117,2727804,0,0,3,1,1,0,0,0,0,45616819,1,0,135116954,1408820,0,81,1,9,1,4,4,0,0,0,0
1085,1,5,5,0,2,1147,0,63522,0,2057,1,9,53904431,0,2278606,1643882,2520116,2490559,3308816,0,0,3,2,1,0,0,0,0,58691561,1,0,75977062,1564791,0,96,0,8,1,0,4,0,0,0,0
1086,0,5,8,0,2,1221,0,47498,1,2609,1,7,24123869,0,1745519,1908814,2616315,2774643,2721461,0,0,3,2,1,0,0,0,0,57606653,1,0,154267629,2247969,0,93,0,8,1,5,2,0,0,0,0
1087,0,5,5,0,4,780,0,69112,0,2331,1,6,93679967,0,1859958,1345249,2985538,2578925,3013810,0,0,3,1,1,0,0,0,0,29811210,1,0,85065488,1300759,0,94,1,8,1,5,4,2,0,0,0
1088,0,3,6,0,3,1371,0,48497,1,2738,1,10,47948287,0,1167444,2277649,2397582,2258819,3453989,0,0,3,2,1,0,0,0,0,38012742,1,0,104666029,2388090,0,85,1,9,0,2,3,0,0,0,0
1089,1,5,5,0,4,1321,0,47334,0,2068,1,10,45664143,0,1807217,2921015,2235003,2303758,3497698,0,0,3,2,1,0,0,0,0,27259726,1,0,178727133,1128856,0,80,1,8,1,5,1,1,0,0,0
1090,0,5,9,0,2,1195,0,48216,1,2621,1,8,30965713,0,2023274,2839036,2578741,2228281,2528965,0,0,3,1,1,0,0,0,0,35579265,1,0,134763651,1466846,0,96,0,9,0,2,2,1,0,0,0
1091,0,3,4,0,3,1127,0,63525,0,2495,1,6,25537274,0,2306229,2943657,2827647,2388390,3225148,0,0,3,2,1,0,0,0,0,56428028,1,0,133006082,2373209,0,84,1,9,1,4,2,0,0,0,0
1092,1,3,7,0,3,789,0,60044,0,2000,1,6,52093830,0,1328773,2689823,2027159,2627809,3106982,0,0,3,2,1,0,0,0,0,40112850,1,0,179574734,1610741,0,90,1,8,1,1,4,2,0,0,0
1093,1,4,4,0,4,709,0,65053,1,2651,1,6,94876919,0,2483414,2692510,2783366,2406016,2518767,0,0,3,2,1,0,0,0,0,23475923,1,0,179380413,2277296,0,94,0,9,0,2,0,0,0,0,0
1094,0,4,4,0,2,983,0,64590,0,2446,1,9,96677455,0,1996130,1361751,2866184,2704717,2606564,0,0,3,1,1,0,0,0,0,58027620,1,0,87387142,2337716,0,90,1,9,1,4,4,1,0,0,0
1095,1,4,4,0,2,976,0,63790,0,2355,1,7,82838954,0,2290725,1695026,2111049,2749740,2548393,0,0,3,2,1,0,0,0,0,36792289,1,0,77873269,1572615,0,85,1,9,1,4,2,1,0,0,0
1096,0,4,7,0,3,1477,0,57787,0,2835,1,6,80922393,0,1091023,1714052,2362739,2204257,2642660,0,0,3,2,1,0,0,0,0,50179694,1,0,150810899,1563796,0,89,1,9,1,1,3,2,0,0,0
1097,1,5,4,0,2,1122,0,58586,1,2187,1,5,32190626,0,1323745,1611786,2928517,2948447,3217715,0,0,3,2,1,0,0,0,0,51474324,1,0,135849786,1525462,0,81,0,8,1,1,2,1,0,0,0
1098,1,5,4,0,2,915,0,57909,1,2032,1,8,79816729,0,1437641,1788980,2101606,2133214,3188090,0,0,3,2,1,0,0,0,0,39079842,1,0,84975627,1334394,0,89,0,8,1,2,4,1,0,0,0
1099,1,4,7,0,2,781,0,46655,0,2120,1,6,20113861,0,1364671,1659990,2871868,2221238,3473228,0,0,3,2,1,0,0,0,0,29697774,1,0,115781163,1136469,0,96,0,8,0,4,1,1,0,0,0
1100,1,4,9,0,2,618,0,53895,1,2252,1,7,48248904,0,2207150,2647297,2804490,2021474,2741442,0,0,3,2,1,0,0,0,0,30057541,1,0,139883284,2091767,0,83,1,8,0,0,0,2,0,0,0
1101,1,4,5,0,3,1057,0,53634,1,2956,1,6,21486210,0,1984633,2193867,2519966,2890980,3069033,0,0,3,2,1,0,0,0,0,50776401,1,0,191418855,2135091,0,85,1,8,1,3,3,2,0,0,0
1102,0,3,7,0,4,806,0,47097,1,2466,1,6,23385989,0,1615443,2302894,2465747,2479424,3183340,0,0,3,2,1,0,0,0,0,43854675,1,0,89705177,1716211,0,95,0,8,0,0,2,2,0,0,0
1103,0,5,4,0,4,925,0,58579,1,2502,1,6,80590324,0,1040351,1363348,2908735,2184440,2555291,0,0,3,1,1,0,0,0,0,49896409,1,0,149818086,1044076,0,82,0,9,0,5,4,2,0,0,0
1104,1,5,5,0,4,820,0,57021,1,2324,1,7,66481360,0,1900716,2740462,2925106,2448623,2874349,0,0,3,1,1,0,0,0,0,21224471,1,0,94012115,1907554,0,92,0,8,0,3,1,0,0,0,0
1105,0,4,7,0,4,900,0,57758,1,2727,1,6,47734792,0,2348864,2683812,2910902,2620762,3362568,0,0,3,2,1,0,0,0,0,49888719,1,0,184386044,1124473,0,86,0,8,1,5,1,1,0,0,0
1106,0,4,6,0,3,622,0,50632,1,2055,1,8,25187914,0,1243859,2855316,2916408,2101239,2680133,0,0,3,2,1,0,0,0,0,51000991,1,0,126845716,2249666,0,85,0,8,1,1,1,2,0,0,0
1107,1,3,9,0,4,1114,0,56101,1,2039,1,8,24561584,0,1447795,1812229,2967008,2333015,3453620,0,0,3,1,1,0,0,0,0,43247474,1,0,168369446,1844717,0,99,0,8,1,2,2,1,0,0,0
1108,0,3,5,0,2,1362,0,62727,0,2270,1,6,45121511,0,2036465,2014807,2635368,2824502,2864398,0,0,3,2,1,0,0,0,0,48156084,1,0,67208389,2325067,0,89,0,9,0,2,3,0,0,0,0
1109,1,4,6,0,4,500,0,64292,0,2852,1,7,65171246,0,2426309,2969436,2239938,2782705,2970954,0,0,3,2,1,0,0,0,0,59705743,1,0,152427720,2355157,0,83,0,8,1,1,4,2,0,0,0
1110,0,5,6,0,3,1259,0,61889,0,2135,1,10,73317874,0,1458635,2969257,2280344,2713740,2983688,0,0,3,1,1,0,0,0,0,31594200,1,0,154556151,1127891,0,97,1,8,0,5,3,2,0,0,0
1111,0,4,7,0,3,1279,0,57018,0,2627,1,10,58488823,0,1410979,2406559,2089995,2555065,2563964,0,0,3,1,1,0,0,0,0,35209956,1,0,116182173,1689474,0,87,0,9,1,0,0,1,0,0,0
1112,1,4,7,0,3,1396,0,47084,0,2567,1,5,31339984,0,1353239,2285202,2877053,2734370,2845897,0,0,3,1,1,0,0,0,0,25104955,1,0,126992897,1166056,0,92,0,9,0,1,0,1,0,0,0
1113,0,3,9,0,4,584,0,59176,1,2000,1,10,72426947,0,1944758,2385240,2436568,2251413,2734305,0,0,3,1,1,0,0,0,0,24967059,1,0,136367459,1099056,0,85,1,9,1,3,1,0,0,0,0
1114,1,4,7,0,3,826,0,55360,1,2493,1,5,50182197,0,1513558,2385090,2745393,2556927,2905170,0,0,3,1,1,0,0,0,0,45376203,1,0,138734868,2313718,0,90,1,8,1,0,3,0,0,0,0
1115,0,3,4,0,3,1463,0,64903,1,2790,1,9,31388045,0,1293304,2845420,2755139,2575526,3254061,0,0,3,2,1,0,0,0,0,48049497,1,0,110546813,2428491,0,92,1,8,0,4,0,0,0,0,0
1116,1,4,6,0,2,1403,0,62388,1,2075,1,10,62785873,0,1378065,1585367,2908314,2077164,3353816,0,0,3,2,1,0,0,0,0,45999898,1,0,146304032,1206080,0,90,0,8,1,5,0,1,0,0,0
1117,0,4,7,0,3,793,0,69833,0,2240,1,8,95236958,0,1798854,1576093,2290486,2550944,3373099,0,0,3,1,1,0,0,0,0,23583217,1,0,171410799,2198316,0,95,1,9,1,5,3,2,0,0,0
1118,1,3,8,0,2,612,0,48217,1,2337,1,10,30059316,0,2025450,2114608,2749790,2823893,3038866,0,0,3,1,1,0,0,0,0,22993832,1,0,92384189,1158351,0,94,1,8,0,1,2,2,0,0,0
1119,0,3,8,0,2,1382,0,60111,1,2627,1,8,26048537,0,2199488,2440857,2514716,2294520,2799884,0,0,3,2,1,0,0,0,0,36456901,1,0,173363413,1219657,0,99,0,9,1,0,4,1,0,0,0
1120,0,3,7,0,3,1049,0,46189,0,2533,1,7,42644050,0,1709552,1468773,2771710,2888496,2867590,0,0,3,2,1,0,0,0,0,53207348,1,0,114813344,1218985,0,80,1,8,0,4,3,2,0,0,0
1121,0,3,8,0,4,706,0,58810,0,2974,1,6,72440754,0,2222318,2313174,2727421,2059138,2517777,0,0,3,1,1,0,0,0,0,25822714,1,0,86304754,1928140,0,90,0,9,0,3,1,2,0,0,0
1122,1,5,4,0,4,924,0,47682,0,2280,1,7,46538429,0,1385827,1251338,2272660,2217025,3075835,0,0,3,1,1,0,0,0,0,23967794,1,0,141168670,1231600,0,89,1,8,1,4,3,1,0,0,0
1123,1,5,9,0,2,1390,0,57407,1,2067,1,8,35459472,0,1712112,2979029,2082181,2439367,2502050,0,0,3,2,1,0,0,0,0,22959902,1,0,101893489,1219305,0,93,0,8,0,0,0,1,0,0,0
1124,1,4,9,0,4,1129,0,60276,0,2246,1,8,20481335,0,1959151,2920721,2635567,2819642,2965246,0,0,3,1,1,0,0,0,0,40175633,1,0,130654385,1119670,0,96,1,9,1,4,2,2,0,0,0
1125,0,5,6,0,3,1205,0,45079,0,2413,1,7,78806491,0,1782150,2742962,2215008,2238498,2655826,0,0,3,2,1,0,0,0,0,30505088,1,0,196234465,1805419,0,84,0,9,0,1,4,2,0,0,0
1126,1,5,5,0,4,943,0,58651,1,2115,1,7,49650885,0,1975095,1880967,2871912,2519983,3020603,0,0,3,1,1,0,0,0,0,20215411,1,0,175683635,2319451,0,85,1,8,1,0,3,1,0,0,0
1127,0,5,5,0,3,1029,0,45965,0,2982,1,6,98375442,0,1844221,2975436,2336096,2354657,3298180,0,0,3,2,1,0,0,0,0,30312005,1,0,126213588,1644911,0,100,1,9,1,2,3,0,0,0,0
1128,0,3,4,0,3,558,0,65279,0,2992,1,10,44196841,0,1862037,2320472,2502316,2459995,3059693,0,0,3,2,1,0,0,0,0,45640711,1,0,198338802,1269052,0,95,1,8,0,0,1,2,0,0,0
1129,0,5,6,0,3,571,0,62638,1,2797,1,6,21601785,0,1180580,1549487,2835813,2148825,3298912,0,0,3,1,1,0,0,0,0,35181826,1,0,108837586,1598451,0,87,0,9,1,0,3,2,0,0,0
1130,1,4,5,0,3,924,0,52341,0,2103,1,10,66703441,0,1005151,2182406,2452599,2027084,2771398,0,0,3,1,1,0,0,0,0,33653767,1,0,117604398,1318961,0,95,1,8,0,5,4,1,0,0,0
1131,1,4,6,0,2,1286,0,57611,0,2367,1,6,78669380,0,1097139,1276200,2961440,2518666,3200145,0,0,3,2,1,0,0,0,0,53415669,1,0,170413629,2343321,0,87,0,9,1,0,4,0,0,0,0
1132,1,5,9,0,3,1325,0,51681,1,2951,1,6,84488450,0,1187174,1762660,2505962,2720169,2991494,0,0,3,2,1,0,0,0,0,48240370,1,0,145533530,2092716,0,87,0,8,0,2,1,0,0,0,0
1133,1,3,4,0,4,606,0,58862,0,2413,1,6,31690502,0,1639640,1743152,2876848,2226131,2674575,0,0,3,1,1,0,0,0,0,52055823,1,0,187604136,1575729,0,84,0,8,1,2,4,2,0,0,0
1134,0,4,4,0,4,885,0,55449,1,2980,1,8,80644886,0,2126333,2243991,2538274,2686951,3176103,0,0,3,2,1,0,0,0,0,27174460,1,0,150011560,1502013,0,90,1,9,0,2,0,1,0,0,0
1135,1,5,4,0,3,1099,0,49683,1,2645,1,7,31653163,0,2395682,2858403,2706945,2257816,2809676,0,0,3,1,1,0,0,0,0,21045226,1,0,139732736,1242024,0,91,1,8,0,0,4,2,0,0,0
1136,0,5,6,0,2,1356,0,60391,0,2669,1,7,43528253,0,1373214,1966547,2867394,2640804,3068840,0,0,3,2,1,0,0,0,0,49290668,1,0,179340612,2495393,0,87,1,8,1,4,4,1,0,0,0
1137,0,3,4,0,2,863,0,53831,1,2576,1,6,47166955,0,1436836,2994076,2746263,2785358,2647429,0,0,3,2,1,0,0,0,0,59521528,1,0,76753115,1200398,0,91,1,8,1,4,3,1,0,0,0
1138,1,3,5,0,2,1440,0,45338,0,2260,1,10,97430426,0,2027587,2357796,2173750,2040900,2645890,0,0,3,2,1,0,0,0,0,26310002,1,0,150791225,2322891,0,84,1,9,1,4,3,2,0,0,0
1139,1,5,5,0,3,654,0,69276,0,2028,1,7,81976101,0,1614026,1785623,2602244,2747239,3171166,0,0,3,2,1,0,0,0,0,58785717,1,0,69749936,2128915,0,80,0,9,1,4,3,0,0,0,0
1140,1,4,4,0,2,966,0,51152,0,2362,1,9,28742708,0,1436523,1408314,2833184,2304922,2585775,0,0,3,1,1,0,0,0,0,51184365,1,0,109184882,1635105,0,97,0,9,1,2,3,2,0,0,0
1141,0,3,9,0,3,1476,0,67575,0,2852,1,5,68280081,0,1315180,1731134,2442982,2185564,3256125,0,0,3,2,1,0,0,0,0,57734978,1,0,198015759,2069140,0,82,1,8,1,1,3,1,0,0,0
1142,0,5,5,0,4,1431,0,69182,1,2765,1,10,29972567,0,1758622,2491943,2193329,2561532,3457243,0,0,3,2,1,0,0,0,0,23604589,1,0,187857935,1101203,0,95,1,9,1,4,1,2,0,0,0
1143,0,3,8,0,4,1445,0,48789,1,2771,1,6,67300813,0,1555970,2527092,2532125,2177911,3222343,0,0,3,1,1,0,0,0,0,36185342,1,0,147268651,2115497,0,98,1,8,1,3,0,2,0,0,0
1144,0,5,5,0,3,518,0,62225,1,2739,1,10,31655819,0,2121939,2315932,2077448,2828329,3413044,0,0,3,2,1,0,0,0,0,35623150,1,0,191700198,1749478,0,89,1,8,0,0,0,0,0,0,0
1145,1,5,6,0,2,886,0,46347,0,2220,1,9,64652440,0,1659921,1391085,2577491,2932019,2629597,0,0,3,2,1,0,0,0,0,57990618,1,0,178155649,1977962,0,98,0,9,0,2,0,2,0,0,0
1146,1,5,5,0,4,1461,0,51433,0,2881,1,8,41435057,0,1933751,2558463,2648320,2636154,3411041,0,0,3,1,1,0,0,0,0,45637679,1,0,198049385,1127687,0,86,0,9,0,4,0,1,0,0,0
1147,1,4,8,0,3,868,0,63728,0,2081,1,5,57708370,0,1937488,2863213,2901817,2150502,3261265,0,0,3,1,1,0,0,0,0,29505563,1,0,122068720,2122047,0,82,0,8,1,2,2,1,0,0,0
1148,0,4,6,0,4,1262,0,56011,1,2749,1,5,49182408,0,2403633,2182168,2337200,2730674,2691626,0,0,3,2,1,0,0,0,0,30165659,1,0,193949113,1916314,0,85,1,9,0,0,4,0,0,0,0
1149,1,4,8,0,4,870,0,62555,1,2202,1,7,49842021,0,2199147,2969562,2729528,2159085,2790291,0,0,3,2,1,0,0,0,0,35338228,1,0,94367531,1600490,0,92,0,8,1,3,0,2,0,0,0
1150,0,4,7,0,4,627,0,47414,0,2095,1,6,41992128,0,1601291,2590221,2353266,2795750,2749094,0,0,3,2,1,0,0,0,0,27939814,1,0,175267220,1072045,0,85,0,8,1,2,1,1,0,0,0
1151,0,5,5,0,4,771,0,66099,1,2316,1,10,73476420,0,1649583,2291394,2392841,2935242,3105267,0,0,3,1,1,0,0,0,0,27190362,1,0,193457920,1086264,0,89,1,9,1,4,0,2,0,0,0
1152,0,3,7,0,4,648,0,51967,0,2052,1,10,61462539,0,1450386,1896388,2692808,2060505,2895456,0,0,3,2,1,0,0,0,0,57903052,1,0,80184385,1428383,0,96,0,8,0,2,1,2,0,0,0
1153,0,4,4,0,2,743,0,47796,0,2200,1,9,80194511,0,1870879,1383297,2657032,2931559,2687820,0,0,3,2,1,0,0,0,0,43214016,1,0,65554009,1945233,0,99,1,8,1,5,2,0,0,0,0
1154,0,3,4,0,2,787,0,66843,1,2601,1,6,24764840,0,2228445,2853954,2348725,2376298,3260810,0,0,3,1,1,0,0,0,0,45369680,1,0,111182639,2041500,0,83,0,8,1,4,4,1,0,0,0
1155,1,3,7,0,2,589,0,67308,0,2477,1,7,87090408,0,1714275,1638631,2756777,2430181,2630133,0,0,3,1,1,0,0,0,0,34343764,1,0,160094867,1752395,0,96,1,9,0,3,0,2,0,0,0
1156,1,3,5,0,4,1132,0,68383,0,2838,1,10,27013140,0,2209059,2280379,2268428,2715763,2683081,0,0,3,2,1,0,0,0,0,40337378,1,0,116848903,2258862,0,80,0,8,1,4,3,2,0,0,0
1157,0,4,7,0,4,644,0,58221,1,2491,1,8,51897000,0,2268044,2427422,2573811,2084706,3268230,0,0,3,1,1,0,0,0,0,37592918,1,0,163903556,2152287,0,95,0,8,0,1,4,1,0,0,0
1158,1,5,7,0,3,1465,0,64410,1,2255,1,10,48873513,0,2273946,1569203,2560830,2184906,2639478,0,0,3,2,1,0,0,0,0,32666691,1,0,91146119,1127993,0,100,0,9,0,3,3,0,0,0,0
1159,1,3,9,0,4,641,0,69971,0,2881,1,10,48924988,0,2418539,2230517,2749485,2928241,2789457,0,0,3,1,1,0,0,0,0,41305735,1,0,173145670,1031877,0,83,1,8,0,1,0,2,0,0,0
1160,0,3,5,0,3,1435,0,67999,1,2364,1,5,31576802,0,1887140,1745327,2384934,2841163,2533634,0,0,3,1,1,0,0,0,0,37990225,1,0,108486832,1683357,0,100,1,9,0,3,4,2,0,0,0
1161,1,3,4,0,3,767,0,53092,1,2017,1,5,92236697,0,2394856,2124913,2913196,2919539,2656915,0,0,3,1,1,0,0,0,0,30236938,1,0,99108667,1757769,0,90,0,9,1,3,3,0,0,0,0
1162,1,5,6,0,3,524,0,68013,1,2657,1,5,30690784,0,1650186,1420348,2410215,2565163,3479899,0,0,3,2,1,0,0,0,0,50232781,1,0,177939246,1313466,0,94,0,8,0,1,2,1,0,0,0
1163,0,4,7,0,3,1402,0,51477,1,2676,1,9,49031527,0,1471901,2511728,2373052,2520291,3118950,0,0,3,1,1,0,0,0,0,44952572,1,0,106671787,1201954,0,87,0,9,1,2,0,0,0,0,0
1164,0,4,5,0,2,891,0,64879,0,2995,1,6,42854341,0,2331463,2942029,2522589,2981259,2830477,0,0,3,1,1,0,0,0,0,25649583,1,0,181120317,1691374,0,85,0,8,1,2,4,0,0,0,0
1165,0,5,6,0,2,738,0,69920,1,2221,1,9,54171996,0,1741245,1249111,2139632,2363634,3142783,0,0,3,2,1,0,0,0,0,54106229,1,0,197415631,1931931,0,89,0,8,1,0,4,1,0,0,0
1166,1,3,4,0,2,862,0,51895,0,2605,1,10,75246590,0,1049630,2879281,2613363,2826965,2876506,0,0,3,2,1,0,0,0,0,38401009,1,0,105637414,2214515,0,88,0,9,0,4,0,0,0,0,0
1167,0,3,4,0,3,1257,0,65256,0,2601,1,7,99166167,0,2092053,2498137,2081774,2694559,3273620,0,0,3,1,1,0,0,0,0,33035554,1,0,114671521,2342168,0,96,0,8,0,0,4,2,0,0,0
1168,0,3,6,0,2,1382,0,64526,0,2131,1,6,73014600,0,1430408,2393257,2934990,2025875,2763482,0,0,3,2,1,0,0,0,0,49240409,1,0,132770439,1309935,0,84,1,8,1,0,0,2,0,0,0
1169,1,4,5,0,2,1070,0,46035,1,2032,1,6,49556738,0,1925234,2263393,2882549,2859410,3210967,0,0,3,2,1,0,0,0,0,43320510,1,0,126944152,2322979,0,97,1,8,1,4,1,1,0,0,0
1170,0,5,8,0,2,1224,0,68706,0,2940,1,6,39401240,0,1844743,2904642,2643048,2145122,3158253,0,0,3,2,1,0,0,0,0,33448838,1,0,109093002,1190798,0,88,0,8,1,1,3,2,0,0,0
1171,1,3,8,0,3,1244,0,69801,0,2972,1,6,40080723,0,1307557,2418712,2624630,2807344,3177426,0,0,3,2,1,0,0,0,0,54655434,1,0,190238112,1802296,0,94,1,9,1,4,0,1,0,0,0
1172,1,5,4,0,4,1487,0,45492,0,2930,1,8,20712545,0,1412332,2241784,2310260,2119948,2505365,0,0,3,1,1,0,0,0,0,25021267,1,0,164246778,1629945,0,93,0,8,0,0,4,1,0,0,0
1173,1,4,4,0,4,1444,0,62579,1,2566,1,6,62618306,0,2343077,1473190,2643964,2765179,2513779,0,0,3,2,1,0,0,0,0,48191718,1,0,180954032,1455451,0,96,0,9,0,4,4,1,0,0,0
1174,1,3,4,0,2,764,0,67248,0,2900,1,7,84643980,0,1599711,2657443,2745448,2053647,2727927,0,0,3,1,1,0,0,0,0,58209499,1,0,148713957,1700765,0,83,1,8,0,1,2,2,0,0,0
1175,1,4,4,0,4,1440,0,52417,1,2538,1,6,80341141,0,1513514,2047201,2362227,2294264,3150805,0,0,3,2,1,0,0,0,0,31851634,1,0,120224875,2447498,0,90,0,9,1,5,1,0,0,0,0
1176,0,3,5,0,3,1261,0,57372,0,2241,1,10,37283375,0,1519776,1257501,2769598,2169816,3197449,0,0,3,1,1,0,0,0,0,36827232,1,0,193398163,2144757,0,80,0,9,0,2,3,0,0,0,0
1177,0,4,6,0,4,872,0,50551,1,2529,1,9,60236766,0,1290762,2412471,2000713,2859504,3131209,0,0,3,1,1,0,0,0,0,36599089,1,0,121684793,1094453,0,92,0,8,0,4,1,2,0,0,0
